Bioassay_ID	sentrix_id	dkfz_v12.8_superfamily	dkfz_v12.8_superfamily_maxscore	dkfz_v12.8_family	dkfz_v12.8_family_maxscore	dkfz_v12.8_class	dkfz_v12.8_class_maxscore	dkfz_v12.8_subclass	dkfz_v12.8_subclass_maxscore	NIH_v3.1_superfamily	NIH_v3.1_superfamily_meanscore	NIH_v3.1_class	NIH_v3.1_class_score	NIH_v3.1_subclass	NIH_v3.1_subclass_meanscore
BS_XYZR2GXG	206430120161_R04C01	Meningioma	0.271428746	Meningioma	0.271428746	Meningioma, Benign	0.253561185	MNG_BEN_1	0.235316104	Mesenchymal tumors	0.884	Intracranial mesenchymal tumor, FET:CREB fusion-positive	0.558	ICMT A	0.556
BS_T00BV19M	206402350009_R03C01	Control Tissues	0.684107827	Control Brain Tissues	0.682472945	Control Tissue, Hemispheric Cortex	0.678495799	CTRL_HEMI	0.678495799	Control tissues	0.65	Control tissue, cerebral hemisphere	0.638	CONTR HEMI	0.638
BS_FQBXD8N3	205657380110_R07C01	Control Tissues	0.746347089	Control Brain Tissues	0.746321485	Control Tissue, Cerebellar Hemisphere	0.746230756	CTRL_CBM	0.746230756	Low-grade glial/glioneuronal tumors	0.787	Pilocytic astrocytoma	0.786	PA PF VAR	0.786
BS_FXWKR0XJ	205624860029_R02C01	Low-Grade Glial/Glioneuronal/Neuroepithelial Tumours	0.999943213	Pilocytic Astrocytoma	0.999874148	Infratentorial Pilocytic Astrocytoma	0.999698729	PA_INF	0.999698729	Low-grade glial/glioneuronal tumors	0.99	Pilocytic astrocytoma	0.989	PA PF TYP	0.988
BS_MD7H76N7	205707900155_R03C01	Ependymal Tumours	0.999730597	Posterior Fossa Ependymoma Group A	0.999697007	Posterior Fossa Ependymoma Group A1	0.999617499	EPN_PFA_1F	0.998333829	Ependymal tumors	0.989	Posterior fossa group A (PFA) ependymoma	0.988	EPN PFA 1F	0.987
BS_47GABKYC	205707900172_R02C01	Medulloblastoma	0.999496307	Medulloblastoma Non-WNT/Non-SHH Activated	0.999437145	Medulloblastoma Group 3	0.999097898	MB_G34_III	0.972338431	Medulloblastoma	0.991	Medulloblastoma, non-WNT/non-SHH, Group 3	0.989	MB G3 III	0.988
BS_MRKKFB7E	205624860012_R04C01	Mesenchymal, Non-Meningothelial Tumours Involving The CNS	0.551112215	Notochordal Tumours	0.523953058	Chordoma	0.523953058	CHORDM	0.523953058	Mesenchymal tumors	0.985	Poorly differentiated chordoma	0.979	CHORDM PD	0.979
BS_0BBRFX5Z	207356850155_R01C01	Other CNS Embryonal Tumours	0.999303519	Atypical Teratoid Rhabdoid Tumour	0.999251906	Atypical Teratoid Rhabdoid Tumour, SHH Activated	0.998709204	ATRT_SHH	0.998709204	SMARC-altered tumors	0.984	Atypical teratoid/rhabdoid tumor	0.984	ATRT SHH	0.983
BS_J619JC0A	205624900125_R03C01	Paediatric-Type Diffuse High-Grade Gliomas	0.556644826	Paediatric-Type Diffuse High-Grade Gliomas	0.555013551	Diffuse Paediatric-Type High Grade Glioma, RTK1 Subtype	0.554525327	pedHGG_RTK1C	0.553926063	Pediatric-type high-grade gliomas	0.65	Diffuse pediatric-type high-grade glioma, H3-wildtype and IDH-wildtype	0.579	pedHGG RTK1C	0.478
BS_554AS76R	205707900126_R06C01	Ependymal Tumours	0.742365393	Supratentorial Ependymoma, ZFTA Fusion-Positive	0.72933507	Supratentorial Ependymoma, ZFTA Fusion-Positive	0.539119343	EPN_ST_ZFTA_FUS_D	0.465888154	Ependymal tumors	0.874	Supratentorial ependymoma, ZFTA fusion-positive	0.647	EPN ST ZFTA RELA	0.632
BS_P26GF314	205657390069_R07C01	Low-Grade Glial/Glioneuronal/Neuroepithelial Tumours	0.999999054	Low-Grade Glioneuronal Tumour	0.999999046	Extraventricular Neurocytoma	0.999999019	EVNCYT	0.999999019	Low-grade glial/glioneuronal tumors	0.989	Extraventricular neurocytoma	0.986	EVNCYT	0.986
BS_10N6X5N8	206390560063_R03C01	Low-Grade Glial/Glioneuronal/Neuroepithelial Tumours	0.660046974	Pilocytic Astrocytoma	0.527797617	Supratentorial Midline Pilocytic Astrocytoma	0.46497941	PA_MID	0.46497941	Low-grade glial/glioneuronal tumors	0.989	Pilocytic astrocytoma	0.961	PA MID	0.937
BS_G2Y7FCXS	206430120161_R05C01	Tumours Of The Sellar Region	0.901390773	Pituicytoma, Granular Cell Tumour Of The Sellar Region, And Spindle-Cell Oncocytoma	0.898374611	Pituicytoma, Granular Cell Tumour Of The Sellar Region, And Spindle-Cell Oncocytoma	0.898374611	PITUI	0.898374611	Other tumors	0.379	Pituicytoma, granular cell tumor of the sellar region, and spindle cell oncocytoma	0.283	PITUI	0.283
BS_ZBHB9GQ9	205624900022_R07C01	Paediatric-Type Diffuse High-Grade Gliomas	0.998915682	Infant-Type Hemispheric Glioma	0.998809652	Infant-Type Hemispheric Glioma	0.998809652	IHG	0.998809652	Pediatric-type high-grade gliomas	0.987	Infant-type hemispheric glioma	0.986	IHG TYP	0.985
BS_MJ6K7TE6	205624860068_R05C01	Ependymal Tumours	0.334244821	Posterior Fossa Ependymoma Group A	0.153092428	Papillary Tumour Of The Pineal Region	0.140324158	PTPR_B	0.0824171	Pineal region tumors and retinoblastoma	0.31	Papillary tumor of the pineal region	0.291	PTPR B	0.287
BS_98P54544	206402350055_R03C01	Paediatric-Type Diffuse High-Grade Gliomas	0.999496191	Paediatric-Type Diffuse High-Grade Gliomas	0.999490801	Diffuse Paediatric-Type High Grade Glioma, H3 Wildtype And IDH Wild Type, Subtype A\&B (Novel)	0.996860228	pedHGG_A	0.996852812	Pediatric-type high-grade gliomas	0.987	Diffuse pediatric-type high-grade glioma, H3-wildtype and IDH-wildtype	0.968	pedHGG A	0.935
BS_Z7RSRCX9	205657390049_R05C01	Ependymal Tumours	0.998119826	Supratentorial Ependymoma, ZFTA Fusion-Positive	0.997246264	Supratentorial Ependymoma, ZFTA:rela Fusion-Positive	0.995242842	EPN_ST_ZFTA_RELA_A	0.995227783	Ependymal tumors	0.989	Supratentorial ependymoma, ZFTA fusion-positive	0.983	EPN ST ZFTA RELA	0.983
BS_SBG1T91R	206402350001_R02C01	Mesenchymal, Non-Meningothelial Tumours Involving The CNS	0.999995721	Tumours Of Uncertain Differentiation	0.999995605	Ewing Sarcoma	0.999995386	EWS	0.999995386	Neuroblastic embryonal tumors	0.985	Ewing sarcoma	0.983	EWS	0.983
BS_0TD5GMZ8	205624860108_R02C01	Control Tissues	0.58496984	Control Tissue, Reactive Tumour Microenvironment	0.516867536	Control Tissue, Reactive Tumour Microenvironment	0.516867536	CTRL_REACTIVE	0.516867536	Control tissues	0.884	Control tissue, reactive tumor microenvironment	0.748	CONTR REACT	0.748
BS_T89RQNXB	205567990005_R07C01	Inflammatory Microenvironment	0.962885662	Inflammatory Microenvironment	0.962885662	Inflammatory Microenvironment	0.962885662	INFLAM_ENV	0.962885662	Control tissues	0.776	Control tissue, inflammatory microenvironment	0.743	CONTR INFLAM	0.743
BS_PW5VPQKX	206402350085_R04C01	Medulloblastoma	0.847436631	Medulloblastoma, SHH-Activated	0.810578523	Medulloblastoma, SHH-Activated, Subtype 2	0.793467548	MB_SHH_2	0.793467548	Low-grade glial/glioneuronal tumors	0.935	Pilocytic astrocytoma	0.934	PA PF VAR	0.933
BS_AN87J6X2	205707900087_R02C01	Meningioma	0.999128888	Meningioma	0.999128888	Meningioma, Benign	0.988948379	MNG_BEN_1	0.988812325	Meningioma	0.988	Meningioma, benign	0.98	MNG BEN 1	0.977
BS_NZH84ANE	209202540021_R08C01	Low-Grade Glial/Glioneuronal/Neuroepithelial Tumours	0.999673709	Pilocytic Astrocytoma	0.999128883	Infratentorial Pilocytic Astrocytoma	0.998797968	PA_INF	0.998797968	Low-grade glial/glioneuronal tumors	0.99	Pilocytic astrocytoma	0.988	PA PF TYP	0.988
BS_RBPSDM98	205566000058_R03C01	Low-Grade Glial/Glioneuronal/Neuroepithelial Tumours	0.828724918	Pilocytic Astrocytoma	0.796655014	Infratentorial Pilocytic Astrocytoma	0.7927782	PA_INF	0.7927782	Low-grade glial/glioneuronal tumors	0.989	Pilocytic astrocytoma	0.961	PA PF TYP	0.808
BS_42X5PNA0	205624870062_R07C01	Circumscribed Astrocytic Tumours	0.999637245	Subependymal Giant Cell Astrocytoma	0.999635064	Subependymal Giant Cell Astrocytoma	0.999635064	SEGA	0.999635064	Low-grade glial/glioneuronal tumors	0.989	Subependymal giant cell astrocytoma	0.983	SEGA	0.983
BS_FS31ZQDG	205624900023_R04C01	Paediatric-Type Diffuse High-Grade Gliomas	0.999892748	Paediatric-Type Diffuse High-Grade Gliomas	0.999891297	Diffuse Hemispheric Glioma, H3 G34-Mutant	0.999883812	DHG_G34	0.999883812	Pediatric-type high-grade gliomas	0.987	Diffuse hemispheric glioma, H3 G34-mutant	0.986	DHG G34	0.986
BS_YM9EJZYF	205707890059_R04C01	Ependymal Tumours	0.999617017	Posterior Fossa Ependymoma Group A	0.999571795	Posterior Fossa Ependymoma Group A1	0.999480744	EPN_PFA_1A	0.959819482	Ependymal tumors	0.989	Posterior fossa group A (PFA) ependymoma	0.987	EPN PFA 1A	0.986
BS_PX2GS0TD	206390560168_R07C01	Other CNS Embryonal Tumours	0.999963096	CNS Embryonal Tumour With PLAG-Family Amplification	0.999963034	CNS Embryonal Tumour With PLAG-Family Amplification	0.999963034	ET_PLAG	0.999963034	Neuroblastic embryonal tumors	0.984	CNS embryonal tumor with PLAG-family amplification	0.978	CNS PLAG AMP	0.978
BS_5TN2QNQK	205589730113_R08C01	Paediatric-Type Diffuse High-Grade Gliomas	0.999567244	Infant-Type Hemispheric Glioma	0.999512105	Infant-Type Hemispheric Glioma	0.999512105	IHG	0.999512105	Pediatric-type high-grade gliomas	0.987	Infant-type hemispheric glioma	0.985	IHG TYP	0.985
BS_2DPWXV8H	205707900163_R06C01	Other CNS Embryonal Tumours	0.99715266	Atypical Teratoid Rhabdoid Tumour	0.996967927	Atypical Teratoid Rhabdoid Tumour, MYC Activated	0.996584552	ATRT_MYC	0.996584552	SMARC-altered tumors	0.986	Atypical teratoid/rhabdoid tumor	0.985	ATRT MYC	0.984
BS_SDV5CN6V	206430120137_R03C01	Medulloblastoma	0.999451522	Medulloblastoma, SHH-Activated	0.999329847	Medulloblastoma, SHH-Activated, Subtype 1	0.934419626	MB_SHH_1	0.934419626	Medulloblastoma	0.99	Medulloblastoma, SHH-activated	0.988	MB SHH 1	0.987
BS_458X47PJ	205676390142_R05C01	Cranial And Paraspinal Nerve Tumours	0.99793492	Cranial And Paraspinal Nerve Tumours	0.686670408	Plexiform Neurofibroma	0.686555475	NFIB_PLEX	0.686555475	Mesenchymal tumors	0.988	Plexiform neurofibroma	0.962	NFIB PLEX	0.962
BS_ETHBPZBE	205707900009_R03C01	Inflammatory Microenvironment	0.624190795	Inflammatory Microenvironment	0.624190795	Inflammatory Microenvironment	0.624190795	INFLAM_ENV	0.624190795	Hematopoietic tumors	0.968	Langerhans cell histiocytosis	0.967	LCH	0.967
BS_5PBWNSW1	205567990085_R08C01	Medulloblastoma	0.999646774	Medulloblastoma Non-WNT/Non-SHH Activated	0.999601683	Medulloblastoma Group 4	0.999554623	MB_G34_VIII	0.999105136	Medulloblastoma	0.991	Medulloblastoma, non-WNT/non-SHH, Group 4	0.989	MB G4 VIII	0.989
BS_K6ZFB2CJ	206390560108_R04C01	Adult-Type Diffuse Gliomas	0.660729047	Diffuse High-Grade Neuroepithelial Tumour [Adult-Type]	0.629096029	Gliomatosis Cerebri-like Glioma, IDH-wildtype	0.623694687	GCG	0.623694687	Pediatric-type high-grade gliomas	0.946	Diffuse pediatric-type high-grade glioma, H3-wildtype and IDH-wildtype	0.938	pedHGG MYCN	0.93
BS_P9JVPHRF	205676390090_R07C01	Paediatric-Type Diffuse High-Grade Gliomas	0.996105074	Diffuse Midline Glioma, H3k27-Altered	0.995903564	Diffuse Midline Glioma, H3 K27-Mutant / EZHIP Overexpressing	0.995851372	DMG_K27	0.995851372	Diffuse midline glioma, H3 K27-altered	0.986	Diffuse midline glioma, H3 K27-altered	0.986	DMG K27	0.985
BS_2PJ73SPC	205566000058_R05C01	Low-Grade Glial/Glioneuronal/Neuroepithelial Tumours	0.999836832	Pilocytic Astrocytoma	0.999125292	Infratentorial Pilocytic Astrocytoma	0.999035315	PA_INF	0.999035315	Low-grade glial/glioneuronal tumors	0.99	Pilocytic astrocytoma	0.988	PA PF TYP	0.988
BS_XPBRB9S7	205566000176_R05C01	Mesenchymal, Non-Meningothelial Tumours Involving The CNS	0.996685948	Tumours Of Uncertain Differentiation	0.996682388	Primary Intracranial Sarcoma, DICER1-Mutant	0.99665202	CNS_SARC_DICER	0.99665202	Mesenchymal tumors	0.989	Primary intracranial sarcoma, DICER1-mutant	0.988	CNS SARC DICER	0.988
BS_AM8F20NC	206390560054_R04C01	Mesenchymal, Non-Meningothelial Tumours Involving The CNS	0.433468764	Notochordal Tumours	0.299287056	Chordoma	0.299287056	CHORDM	0.299287056	Mesenchymal tumors	0.988	Chondrosarcoma	0.778	CSA CC	0.581
BS_YQR6Q53H	205624860161_R06C01	Mesenchymal, Non-Meningothelial Tumours Involving The CNS	0.999999435	Tumours Of Uncertain Differentiation	0.999999421	Ewing Sarcoma	0.999999396	EWS	0.999999396	Neuroblastic embryonal tumors	0.985	Ewing sarcoma	0.984	EWS	0.984
BS_ZTX41A49	205676390133_R08C01	Ependymal Tumours	0.999992599	Posterior Fossa Ependymoma Group A	0.999991586	Posterior Fossa Ependymoma Group A1	0.999988762	EPN_PFA_1B	0.999783913	Ependymal tumors	0.989	Posterior fossa group A (PFA) ependymoma	0.988	EPN PFA 1B	0.987
BS_3WYGSH4H	205624860155_R02C01	Cranial And Paraspinal Nerve Tumours	0.999119577	Schwann-Cell Tumours	0.86833316	Schwannoma	0.868275642	SCHW	0.868275642	Mesenchymal tumors	0.988	Plexiform neurofibroma	0.968	NFIB PLEX	0.968
BS_TAE9W043	207356840032_R02C01	Rhabdomyosarcoma	0.735040284	Embryonal And MYOD1-Mutant Rhabdomyosarcoma	0.608048025	Rhabdomyosarcoma, Embryonal Subtype	0.587162383	ERMS	0.587162383	Mesenchymal tumors	0.988	Plexiform neurofibroma	0.34	NFIB PLEX	0.34
BS_MDK6JNTS	207356840106_R02C01	Ependymal Tumours	0.205038483	Paediatric-Type Diffuse High-Grade Gliomas	0.082607227	Diffuse Paediatric-Type High Grade Glioma, MYCN Subtype	0.052466043	pedHGG_MYCN	0.052466043	Mesenchymal tumors	0.363	Intracranial mesenchymal tumor, FET:CREB fusion-positive	0.204	ICMT B	0.193
BS_RD0CVYKF	206402350061_R02C01	Meningioma	0.998240439	Meningioma	0.998240439	Meningioma, Intermediate	0.947461451	MNG_INT_A	0.94703673	Meningioma	0.988	Meningioma, intermediate	0.986	MNG INT A	0.986
BS_K9ZKFWAS	205707900165_R01C01	Germ Cell Tumours	0.995318798	Germ Cell Tumours Of The CNS	0.995318798	(Immature) Teratoma	0.995312278	GCT_TERA	0.995312278	Other tumors	0.978	Teratoma	0.976	GCT TERA	0.976
BS_FJCG5W3E	206430120148_R03C01	Other CNS Embryonal Tumours	0.999972636	Atypical Teratoid Rhabdoid Tumour	0.999968729	Atypical Teratoid Rhabdoid Tumour, MYC Activated	0.999762547	ATRT_MYC	0.999762547	SMARC-altered tumors	0.986	Atypical teratoid/rhabdoid tumor	0.986	ATRT MYC	0.982
BS_72TN2CTK	206402350001_R04C01	Medulloblastoma	0.999985279	Medulloblastoma, WNT Activated	0.999953019	Medulloblastoma, WNT Activated	0.999953019	MB_WNT	0.999953019	Medulloblastoma	0.99	Medulloblastoma, WNT-activated	0.987	MB WNT	0.987
BS_CH0YF9B8	206390560039_R03C01	Medulloblastoma	0.999950459	Medulloblastoma Non-WNT/Non-SHH Activated	0.999945011	Medulloblastoma Group 4	0.999939643	MB_G34_VIII	0.99991847	Medulloblastoma	0.991	Medulloblastoma, non-WNT/non-SHH, Group 4	0.989	MB G4 VIII	0.989
BS_Q3X5M833	207356840008_R08C01	Adult-Type Diffuse Gliomas	0.955047787	Diffuse High-Grade Neuroepithelial Tumour [Adult-Type]	0.949528867	Gliomatosis Cerebri-like Glioma, IDH-wildtype	0.944344792	GCG	0.944344792	Low-grade glial/glioneuronal tumors	0.872	Diffuse astrocytoma, MYB- or MYBL1-altered	0.329	LGG MYB D	0.245
BS_6T1N6Z4Y	205676390163_R08C01	Low-Grade Glial/Glioneuronal/Neuroepithelial Tumours	0.996011472	Pilocytic Astrocytoma	0.994683134	Supratentorial Midline Pilocytic Astrocytoma	0.993886066	PA_MID	0.993886066	Low-grade glial/glioneuronal tumors	0.989	Pilocytic astrocytoma	0.987	PA MID	0.986
BS_GHBRD18A	205707890151_R05C01	Germ Cell Tumours	0.488901106	Germ Cell Tumours Of The CNS	0.488901106	(Immature) Teratoma	0.487054096	GCT_TERA	0.487054096	Mesenchymal tumors	0.956	Plexiform neurofibroma	0.789	NFIB PLEX	0.789
BS_N214HN9M	205624860102_R08C01	Paediatric-Type Diffuse High-Grade Gliomas	0.977349376	Diffuse Midline Glioma, H3k27-Altered	0.975776712	Diffuse Midline Glioma, H3 K27-Mutant / EZHIP Overexpressing	0.973056514	DMG_K27	0.973056514	Diffuse midline glioma, H3 K27-altered	0.983	Diffuse midline glioma, H3 K27-altered	0.983	DMG K27	0.983
BS_307ZEZE0	205624900107_R08C01	Ependymal Tumours	0.990161797	Posterior Fossa Ependymoma Group A	0.98793836	Posterior Fossa Ependymoma Group A2	0.982340637	EPN_PFA_2A	0.742031908	Ependymal tumors	0.988	Posterior fossa group A (PFA) ependymoma	0.982	EPN PFA 2A	0.978
BS_S0NFY0XQ	205624860029_R07C01	Melanocytic Tumours	0.963181783	Circumscribed Meningeal Melanocytic Neoplasms	0.963181783	Melanocytoma	0.963181783	MELN	0.963181783	Melanocytic tumors	0.987	Metastatic melanoma	0.898	MELAN	0.898
BS_81313KMD	209760340019_R02C01	Paediatric-Type Diffuse High-Grade Gliomas	0.999974384	Diffuse Midline Glioma, H3k27-Altered	0.999974279	Diffuse Midline Glioma, H3 K27-Mutant / EZHIP Overexpressing	0.99997426	DMG_K27	0.99997426	Diffuse midline glioma, H3 K27-altered	0.945	Diffuse midline glioma, H3 K27-altered	0.945	DMG K27	0.945
BS_7JTWSDK1	205566000176_R02C01	Diffuse Glioma, Mapk Altered, Cell-Cycle Activated	0.971032332	Pleomorphic Xanthoastrocytoma(-Like)	0.970676853	Pleomorphic Xanthoastrocytoma(-Like)	0.970676853	PXA	0.970676853	Intermediate-grade IDH-wildtype gliomas	0.988	Pleomorphic xanthoastrocytoma	0.986	PXA	0.986
BS_Z12A6M41	205624660018_R08C01	Low-Grade Glial/Glioneuronal/Neuroepithelial Tumours	0.999750223	Pilocytic Astrocytoma	0.999600969	Infratentorial Pilocytic Astrocytoma	0.999041481	PA_INF	0.999041481	Low-grade glial/glioneuronal tumors	0.99	Pilocytic astrocytoma	0.988	PA PF TYP	0.988
BS_YE50GZ8R	205624900125_R08C01	Paediatric-Type Diffuse High-Grade Gliomas	0.663821499	Diffuse Midline Glioma, H3k27-Altered	0.647923246	Diffuse Midline Glioma, H3 K27-Altered, Subtype EGFR-Altered	0.643090634	DMG_EGFR	0.643090634	Diffuse midline glioma, H3 K27-altered	0.715	Diffuse midline glioma, H3 K27-altered	0.715	DMG EGFR	0.713
BS_03G6PJKJ	206390560100_R01C01	Other CNS Embryonal Tumours	0.999981424	Atypical Teratoid Rhabdoid Tumour	0.999979245	Atypical Teratoid Rhabdoid Tumour, MYC Activated	0.999965863	ATRT_MYC	0.999965863	SMARC-altered tumors	0.987	Atypical teratoid/rhabdoid tumor	0.987	ATRT MYC	0.986
BS_WKNHM9QK	205707890087_R02C01	Medulloblastoma	0.995688637	Medulloblastoma Non-WNT/Non-SHH Activated	0.994986398	Medulloblastoma Group 4	0.992466192	MB_G34_VII	0.940914635	Medulloblastoma	0.99	Medulloblastoma, non-WNT/non-SHH, Group 4	0.989	MB G4 VII	0.988
BS_H2TEAJ35	207356840008_R01C01	Other CNS Embryonal Tumours	0.99999999	Atypical Teratoid Rhabdoid Tumour	0.999999989	Atypical Teratoid Rhabdoid Tumour, SHH Activated	0.999999969	ATRT_SHH	0.999999969	SMARC-altered tumors	0.987	Atypical teratoid/rhabdoid tumor	0.987	ATRT SHH	0.986
BS_8B8DKWD6	205624860155_R07C01	Medulloblastoma	0.999997878	Medulloblastoma, WNT Activated	0.999993275	Medulloblastoma, WNT Activated	0.999993275	MB_WNT	0.999993275	Medulloblastoma	0.991	Medulloblastoma, WNT-activated	0.988	MB WNT	0.988
BS_5YNY8WRA	205566000010_R07C01	Ependymal Tumours	0.999904032	Posterior Fossa Ependymoma Group A	0.999884789	Posterior Fossa Ependymoma Group A2	0.999814087	EPN_PFA_2B	0.993546942	Ependymal tumors	0.989	Posterior fossa group A (PFA) ependymoma	0.987	EPN PFA 2B	0.986
BS_TKS3KBF7	205624880180_R08C01	Meningioma	0.998958385	Meningioma	0.998958385	Meningioma, Benign	0.998574626	MNG_BEN_1	0.99737171	Meningioma	0.987	Meningioma, benign	0.986	MNG BEN 1	0.985
BS_CH5WKQAP	206390560101_R02C01	Diffuse Glioneuronal Tumours	0.901201234	Diffuse Glioneuronal Tumours	0.901201234	Diffuse Leptomeningeal Glioneuronal Tumour	0.900810964	DLGNT_2	0.900752012	Intermediate-grade IDH-wildtype gliomas	0.455	Diffuse leptomeningeal glioneuronal tumor	0.387	DLGNT 2	0.298
BS_1BCK5MAR	205707890087_R03C01	Ependymal Tumours	0.999999619	Supratentorial Ependymoma, ZFTA Fusion-Positive	0.999998802	Supratentorial Ependymoma, ZFTA:rela Fusion-Positive	0.999992408	EPN_ST_ZFTA_RELA_A	0.999992366	Ependymal tumors	0.989	Supratentorial ependymoma, ZFTA fusion-positive	0.987	EPN ST ZFTA RELA	0.987
BS_93DGTKHY	206430120112_R05C01	Medulloblastoma	0.99978255	Medulloblastoma Non-WNT/Non-SHH Activated	0.999753379	Medulloblastoma Group 4	0.999718458	MB_G34_VIII	0.999554225	Medulloblastoma	0.991	Medulloblastoma, non-WNT/non-SHH, Group 4	0.989	MB G4 VIII	0.989
BS_KRJA08HJ	206390560083_R07C01	Low-Grade Glial/Glioneuronal/Neuroepithelial Tumours	0.99998455	Low-Grade Glioneuronal Tumour	0.99998247	Dysembryoplastic Neuroepithelial Tumour	0.996969296	DNET	0.996969296	Low-grade glial/glioneuronal tumors	0.99	Dysembryoplastic neuroepithelial tumor	0.987	DNT	0.987
BS_VW3NBEV9	205122170055_R03C01	Ependymal Tumours	0.999999995	Spinal Ependymoma	0.999872358	Spinal Ependymoma, MYCN-Amplified	0.999872358	EPN_SPINE_MYCN	0.999872358	Ependymal tumors	0.989	Spinal ependymoma, MYCN-amplified	0.987	EPN SPINE MYCN	0.987
BS_GX9FSY4V	205624860047_R06C01	Medulloblastoma	0.999706886	Medulloblastoma Non-WNT/Non-SHH Activated	0.999679145	Medulloblastoma Group 4	0.999523757	MB_G34_VII	0.669065226	Medulloblastoma	0.991	Medulloblastoma, non-WNT/non-SHH, Group 4	0.957	MB G4 VII	0.905
BS_35P3BCAN	209204310161_R02C01	Mesenchymal, Non-Meningothelial Tumours Involving The CNS	0.999995378	Tumours Of Uncertain Differentiation	0.999995258	Ewing Sarcoma	0.999995043	EWS	0.999995043	Neuroblastic embryonal tumors	0.985	Ewing sarcoma	0.983	EWS	0.983
BS_1DW2M2Y3	205567980088_R08C01	Low-Grade Glial/Glioneuronal/Neuroepithelial Tumours	0.921826738	Low-Grade Ganglioglial/Neuroepithelial Tumour	0.820526586	Supratentorial Pilocytic Astrocytoma	0.802098144	PA_CORT	0.802098144	Low-grade glial/glioneuronal tumors	0.965	Pilocytic astrocytoma	0.544	PA ST	0.46
BS_3TWC4ACP	205982900155_R06C01	Other CNS Embryonal Tumours	0.355747449	Atypical Teratoid Rhabdoid Tumour	0.325651523	Atypical Teratoid Rhabdoid Tumour, MYC Activated	0.194621564	ATRT_MYC	0.194621564	SMARC-altered tumors	0.525	Atypical teratoid/rhabdoid tumor	0.518	ATRT MYC	0.19
BS_01M9V4MD	205657380135_R06C01	Low-Grade Glial/Glioneuronal/Neuroepithelial Tumours	0.999999513	Pilocytic Astrocytoma	0.999998046	Infratentorial Pilocytic Astrocytoma	0.999997638	PA_INF	0.999997638	Low-grade glial/glioneuronal tumors	0.99	Pilocytic astrocytoma	0.989	PA PF TYP	0.988
BS_4VD4ZEQQ	206430120161_R07C01	Medulloblastoma	0.999588427	Medulloblastoma, SHH-Activated	0.999510115	Medulloblastoma, SHH-Activated, Subtype 4	0.905649008	MB_SHH_4	0.905649008	Medulloblastoma	0.991	Medulloblastoma, SHH-activated	0.989	MB SHH 4	0.988
BS_02FA9F3A	209890270010_R02C01	Paediatric-Type Diffuse High-Grade Gliomas	0.999465668	Diffuse Midline Glioma, H3k27-Altered	0.99945603	Diffuse Midline Glioma, H3 K27-Mutant / EZHIP Overexpressing	0.999455472	DMG_K27	0.999455472	Diffuse midline glioma, H3 K27-altered	0.876	Diffuse midline glioma, H3 K27-altered	0.876	DMG K27	0.876
BS_580ZPA5T	205624900133_R05C01	Low-Grade Glial/Glioneuronal/Neuroepithelial Tumours	0.999959454	Low-Grade Glioneuronal Tumour	0.999916305	Dysembryoplastic Neuroepithelial Tumour	0.997949348	DNET	0.997949348	Low-grade glial/glioneuronal tumors	0.99	Dysembryoplastic neuroepithelial tumor	0.987	DNT	0.987
BS_YV7KQVDG	205676380130_R08C01	Paediatric-Type Diffuse High-Grade Gliomas	0.999993993	Paediatric-Type Diffuse High-Grade Gliomas	0.999993336	Diffuse Paediatric-Type High Grade Glioma, RTK1 Subtype	0.999993301	pedHGG_RTK1C	0.999992601	Pediatric-type high-grade gliomas	0.986	Diffuse pediatric-type high-grade glioma, H3-wildtype and IDH-wildtype	0.985	pedHGG RTK1C	0.984
BS_ADB1BXB6	205128000053_R08C01	Ependymal Tumours	0.165562957	Glioblastoma, IDH-Wildtype	0.085166673	Glioblastoma, IDH-Wildtype, Mesenchymal Type	0.07537401	CTRL_REACTIVE	0.070002275	Low-grade glial/glioneuronal tumors	0.589	Pilocytic astrocytoma	0.508	PA PF TYP	0.201
BS_96QPQX80	205624900160_R04C01	Low-Grade Glial/Glioneuronal/Neuroepithelial Tumours	0.994988228	Low-Grade Ganglioglial/Neuroepithelial Tumour	0.983756576	Supratentorial Pilocytic Astrocytoma	0.983637403	PA_CORT	0.983637403	Low-grade glial/glioneuronal tumors	0.989	Pilocytic astrocytoma	0.988	PA ST	0.986
BS_KB9BB42J	206390560101_R06C01	Paediatric-Type Diffuse High-Grade Gliomas	0.999946091	Diffuse Midline Glioma, H3k27-Altered	0.999943664	Diffuse Midline Glioma, H3 K27-Mutant / EZHIP Overexpressing	0.999943623	DMG_K27	0.999943623	Diffuse midline glioma, H3 K27-altered	0.987	Diffuse midline glioma, H3 K27-altered	0.987	DMG K27	0.986
BS_9DNMHYH6	205624860029_R05C01	Low-Grade Glial/Glioneuronal/Neuroepithelial Tumours	0.993470161	Low-Grade Ganglioglial/Neuroepithelial Tumour	0.991338562	Polymorphous Low-Grade Neuroepithelial Tumour Of The Young	0.984910122	PLNTY	0.984910122	Low-grade glial/glioneuronal tumors	0.988	Polymorphous low-grade neuroepithelial tumor of the young	0.984	PLNTY	0.984
BS_80KFQCBJ	205657390084_R01C01	Cranial And Paraspinal Nerve Tumours	0.999424456	Schwann-Cell Tumours	0.999297329	Schwannoma	0.999074846	SCHW	0.999074846	Mesenchymal tumors	0.988	Schwannoma	0.986	SCHW	0.986
