Bioassay_ID	sentrix_id	dkfz_v12.8_superfamily	dkfz_v12.8_superfamily_maxscore	dkfz_v12.8_family	dkfz_v12.8_family_maxscore	dkfz_v12.8_class	dkfz_v12.8_class_maxscore	dkfz_v12.8_subclass	dkfz_v12.8_subclass_maxscore	NIH_v3.1_superfamily	NIH_v3.1_superfamily_meanscore	NIH_v3.1_class	NIH_v3.1_class_score	NIH_v3.1_subclass	NIH_v3.1_subclass_meanscore
BS_SJNWG0BD	205624860161_R04C01	Low-Grade Glial/Glioneuronal/Neuroepithelial Tumours	0.65005215	Low-Grade Ganglioglial/Neuroepithelial Tumour	0.588630963	Ganglioglioma	0.476983635	GG	0.476983635	Low-grade glial/glioneuronal tumors	0.989	Ganglioglioma	0.975	GG	0.975
BS_NSB783DJ	205657380177_R01C01	Diffuse Glioma, Mapk Altered, Cell-Cycle Activated	0.999999569	Pleomorphic Xanthoastrocytoma(-Like)	0.999999568	Pleomorphic Xanthoastrocytoma(-Like)	0.999999568	PXA	0.999999568	Intermediate-grade IDH-wildtype gliomas	0.988	Pleomorphic xanthoastrocytoma	0.987	PXA	0.987
BS_7ADKRVHT	205624900024_R04C01	Meningioma	0.998771602	Meningioma	0.998771602	Meningioma, Benign	0.990196176	MNG_BEN_1	0.977874973	Meningioma	0.988	Meningioma, benign	0.982	MNG BEN 1	0.978
BS_AW8KPYAK	205982900155_R01C01	Medulloblastoma	0.999958608	Medulloblastoma Non-WNT/Non-SHH Activated	0.999948536	Medulloblastoma Group 3	0.996710258	MB_G34_I	0.996460501	Medulloblastoma	0.991	Medulloblastoma, non-WNT/non-SHH, Group 3	0.988	MB G3 I	0.988
BS_X1J980CP	205567990072_R03C01	Low-Grade Glial/Glioneuronal/Neuroepithelial Tumours	0.998706234	Low-Grade Ganglioglial/Neuroepithelial Tumour	0.995255967	Supratentorial Pilocytic Astrocytoma	0.995241857	PA_CORT	0.995241857	Low-grade glial/glioneuronal tumors	0.989	Pilocytic astrocytoma	0.988	PA ST	0.986
BS_CSCVP0QB	205707900172_R01C01	Ependymal Tumours	0.999998902	Posterior Fossa Ependymoma Group A	0.999998325	Posterior Fossa Ependymoma Group A1	0.999983447	EPN_PFA_1E	0.99880681	Ependymal tumors	0.989	Posterior fossa group A (PFA) ependymoma	0.987	EPN PFA 1E	0.986
BS_VRTAJ4XR	207356840008_R03C01	Ependymal Tumours	0.998457912	Posterior Fossa Ependymoma Group A	0.998162119	Posterior Fossa Ependymoma Group A1	0.997317869	EPN_PFA_1B	0.715813148	Ependymal tumors	0.989	Posterior fossa group A (PFA) ependymoma	0.937	EPN PFA 1B	0.798
BS_2QSSPVGA	206390560189_R05C01	Low-Grade Glial/Glioneuronal/Neuroepithelial Tumours	0.981545013	Pilocytic Astrocytoma	0.975252984	Infratentorial Pilocytic Astrocytoma	0.97212703	PA_INF	0.97212703	Low-grade glial/glioneuronal tumors	0.989	Pilocytic astrocytoma	0.974	PA PF VAR	0.951
BS_E29VV9AZ	205589730145_R06C01	Ependymal Tumours	0.999867964	Posterior Fossa Ependymoma Group A	0.999778226	Posterior Fossa Ependymoma Group A1	0.999340628	EPN_PFA_1C	0.99806636	Ependymal tumors	0.989	Posterior fossa group A (PFA) ependymoma	0.986	EPN PFA 1C	0.985
BS_V8B6EE2J	206430120148_R08C01	Paediatric-Type Diffuse High-Grade Gliomas	0.999931539	Diffuse Midline Glioma, H3k27-Altered	0.999930538	Diffuse Midline Glioma, H3 K27-Mutant / EZHIP Overexpressing	0.999927347	DMG_K27	0.999927347	Diffuse midline glioma, H3 K27-altered	0.985	Diffuse midline glioma, H3 K27-altered	0.985	DMG K27	0.985
BS_XVGVAJW4	205589730167_R08C01	Tumours Of The Sellar Region	0.99723688	Craniopharyngioma	0.99708252	Adamantinomatous Craniopharyngioma	0.997080675	CPH_ADM	0.997080675	Epithelial tumors	0.987	Adamantinomatous craniopharyngioma	0.986	CPH ADM	0.986
BS_W38QE561	206402350001_R06C01	Medulloblastoma	0.999012945	Medulloblastoma Non-WNT/Non-SHH Activated	0.998894247	Medulloblastoma Group 4	0.993298217	MB_G34_V	0.904523582	Medulloblastoma	0.991	Medulloblastoma, non-WNT/non-SHH, Group 4	0.983	MB G4 V	0.977
BS_SK7VDHHN	205707910024_R08C01	Other CNS Embryonal Tumours	0.803765473	Atypical Teratoid Rhabdoid Tumour	0.78542874	Atypical Teratoid Rhabdoid Tumour, SHH Activated	0.640375972	ATRT_SHH	0.640375972	SMARC-altered tumors	0.518	Atypical teratoid/rhabdoid tumor	0.515	ATRT TYR	0.43
BS_KJ3NJZK0	205707890103_R02C01	Low-Grade Glial/Glioneuronal/Neuroepithelial Tumours	0.998165541	Low-Grade Glioneuronal Tumour	0.997630524	Dysembryoplastic Neuroepithelial Tumour	0.919258433	DNET	0.919258433	Low-grade glial/glioneuronal tumors	0.99	Dysembryoplastic neuroepithelial tumor	0.985	DNT	0.985
BS_QXBPAFV9	205624860020_R01C01	Low-Grade Glial/Glioneuronal/Neuroepithelial Tumours	0.995358806	Pilocytic Astrocytoma	0.992146213	Infratentorial Pilocytic Astrocytoma	0.985681683	PA_INF	0.985681683	Low-grade glial/glioneuronal tumors	0.989	Pilocytic astrocytoma	0.988	PA PF TYP	0.987
BS_8HTKD2CD	205128000027_R01C01	Other CNS Embryonal Tumours	0.999982881	Atypical Teratoid Rhabdoid Tumour	0.986570478	Atypical Teratoid Rhabdoid Tumour, Tyrosinase Activated	0.986569101	ATRT_TYR	0.986569101	SMARC-altered tumors	0.987	Atypical teratoid/rhabdoid tumor	0.987	ATRT TYR	0.985
BS_4SNB1PB5	205676390068_R07C01	Cranial And Paraspinal Nerve Tumours	0.253555012	Cranial And Paraspinal Nerve Tumours	0.207571742	Neuroblastoma	0.205386893	NB_TMM_NEG	0.202446107	Mesenchymal tumors	0.976	Malignant melanotic nerve sheath tumor	0.291	MMNST	0.291
BS_NVQCATTW	206390560188_R01C01	Paediatric-Type Diffuse High-Grade Gliomas	0.999891793	Diffuse Midline Glioma, H3k27-Altered	0.999891456	Diffuse Midline Glioma, H3 K27-Mutant / EZHIP Overexpressing	0.999891329	DMG_K27	0.999891329	Diffuse midline glioma, H3 K27-altered	0.986	Diffuse midline glioma, H3 K27-altered	0.986	DMG K27	0.986
BS_PPAZW6PJ	206402350048_R05C01	Medulloblastoma	0.996968604	Medulloblastoma Non-WNT/Non-SHH Activated	0.99642	Medulloblastoma Group 4	0.972369375	MB_G34_VII	0.935165835	Medulloblastoma	0.991	Medulloblastoma, non-WNT/non-SHH, Group 4	0.989	MB G4 VII	0.988
BS_Y8AMMKFC	206390560183_R08C01	Tumours Of The Sellar Region	0.999575707	Craniopharyngioma	0.99955324	Adamantinomatous Craniopharyngioma	0.999551954	CPH_ADM	0.999551954	Epithelial tumors	0.987	Adamantinomatous craniopharyngioma	0.985	CPH ADM	0.985
BS_GGR5DD5B	206430120107_R07C01	Paediatric-Type Diffuse High-Grade Gliomas	0.864121809	Paediatric-Type Diffuse High-Grade Gliomas	0.630256397	Diffuse Paediatric-Type High Grade Glioma, RTK1 Subtype	0.629070535	pedHGG_RTK1C	0.287488066	Diffuse midline glioma, H3 K27-altered	0.984	Diffuse midline glioma, H3 K27-altered	0.984	DMG K27	0.984
BS_2TJQGJ1T	205648310151_R07C01	Haematolymphoid Tumours Involving The CNS	0.681787308	B Cell Neoplasm	0.681369191	Plasma Cell Tumours Of The CNS	0.680967613	PLASMACT	0.680967613	Glioblastoma, IDH-wildtype	0.272	Glioblastoma, IDH-wildtype	0.203	GBM MES ATYP	0.202
BS_5TB8FGRR	205676390163_R04C01	Low-Grade Glial/Glioneuronal/Neuroepithelial Tumours	0.999999218	Pilocytic Astrocytoma	0.99999681	Infratentorial Pilocytic Astrocytoma	0.999996327	PA_INF	0.999996327	Low-grade glial/glioneuronal tumors	0.99	Pilocytic astrocytoma	0.989	PA PF TYP	0.988
BS_1S4Z6EVT	209204310156_R02C01	Paediatric-Type Diffuse High-Grade Gliomas	0.999517382	Diffuse Midline Glioma, H3k27-Altered	0.999514645	Diffuse Midline Glioma, H3 K27-Mutant / EZHIP Overexpressing	0.999514374	DMG_K27	0.999514374	Diffuse midline glioma, H3 K27-altered	0.986	Diffuse midline glioma, H3 K27-altered	0.986	DMG K27	0.986
BS_RNWC00AB	205589730113_R07C01	Paediatric-Type Diffuse High-Grade Gliomas	0.999614214	Diffuse Midline Glioma, H3k27-Altered	0.999596968	Diffuse Midline Glioma, H3 K27-Mutant / EZHIP Overexpressing	0.999596946	DMG_K27	0.999596946	Diffuse midline glioma, H3 K27-altered	0.987	Diffuse midline glioma, H3 K27-altered	0.987	DMG K27	0.987
BS_RYF0NJ9R	205624900074_R03C01	Low-Grade Glial/Glioneuronal/Neuroepithelial Tumours	0.992893752	Low-Grade Glioneuronal Tumour	0.981844991	Dysembryoplastic Neuroepithelial Tumour	0.961003541	DNET	0.961003541	Low-grade glial/glioneuronal tumors	0.989	Dysembryoplastic neuroepithelial tumor	0.947	DNT	0.947
BS_E42TRDVH	206390560167_R05C01	Paediatric-Type Diffuse High-Grade Gliomas	0.990453799	Diffuse Midline Glioma, H3k27-Altered	0.99038133	Diffuse Midline Glioma, H3 K27-Mutant / EZHIP Overexpressing	0.990379487	DMG_K27	0.990379487	Diffuse midline glioma, H3 K27-altered	0.987	Diffuse midline glioma, H3 K27-altered	0.987	DMG K27	0.987
BS_TVPQ40TM	206430120136_R02C01	Paediatric-Type Diffuse High-Grade Gliomas	0.942988661	Diffuse Midline Glioma, H3k27-Altered	0.939583222	Diffuse Midline Glioma, H3 K27-Mutant / EZHIP Overexpressing	0.924056456	DMG_K27	0.924056456	Diffuse midline glioma, H3 K27-altered	0.971	Diffuse midline glioma, H3 K27-altered	0.971	DMG K27	0.97
BS_0TX48NDF	206390560075_R08C01	Control Tissues	0.989727419	Control Brain Tissues	0.989635481	Control Tissue, Hemispheric Cortex	0.989525611	CTRL_HEMI	0.989525611	Control tissues	0.857	Control tissue, cerebral hemisphere	0.841	CONTR HEMI	0.841
BS_GJCT6WCH	205589730113_R06C01	Paediatric-Type Diffuse High-Grade Gliomas	0.999948818	Infant-Type Hemispheric Glioma	0.999945723	Infant-Type Hemispheric Glioma	0.999945723	IHG	0.999945723	Pediatric-type high-grade gliomas	0.987	Infant-type hemispheric glioma	0.986	IHG TYP	0.986
BS_2TMMNDC5	205707890059_R01C01	Ependymal Tumours	0.999993044	Posterior Fossa Ependymoma Group A	0.999991662	Posterior Fossa Ependymoma Group A2	0.999990875	EPN_PFA_2A	0.999939698	Ependymal tumors	0.989	Posterior fossa group A (PFA) ependymoma	0.984	EPN PFA 2A	0.981
BS_NWASTET4	205589730146_R05C01	Ependymal Tumours	0.999992864	Posterior Fossa Ependymoma Group A	0.999991438	Posterior Fossa Ependymoma Group A2	0.999990856	EPN_PFA_2A	0.999884491	Ependymal tumors	0.989	Posterior fossa group A (PFA) ependymoma	0.988	EPN PFA 2A	0.987
BS_WX2BE8KZ	206430120138_R04C01	Inflammatory Microenvironment	0.999517743	Inflammatory Microenvironment	0.999517743	Inflammatory Microenvironment	0.999517743	INFLAM_ENV	0.999517743	Control tissues	0.985	Control tissue, inflammatory microenvironment	0.967	CONTR INFLAM	0.967
BS_BSVJX27R	206402350072_R04C01	Choroid Plexus Tumours	0.960718598	Choroid Plexus Tumours	0.960718598	Choroid Plexus Tumours Subtype B	0.911031267	CPT_PED_B	0.909793068	Choroid plexus tumors	0.983	Choroid plexus carcinoma	0.981	CPC PED	0.981
BS_S5B15T62	207211180095_R04C01	Paediatric-Type Diffuse High-Grade Gliomas	0.999984341	Diffuse Midline Glioma, H3k27-Altered	0.999984301	Diffuse Midline Glioma, H3 K27-Mutant / EZHIP Overexpressing	0.999984287	DMG_K27	0.999984287	Diffuse midline glioma, H3 K27-altered	0.986	Diffuse midline glioma, H3 K27-altered	0.986	DMG K27	0.986
BS_EJSEXK4F	205707900008_R07C01	Ependymal Tumours	0.982541034	Supratentorial Ependymoma, ZFTA Fusion-Positive	0.982163392	Supratentorial Ependymoma, ZFTA:rela Fusion-Positive	0.853308031	EPN_ST_ZFTA_RELA_B	0.822887514	Ependymal tumors	0.989	Supratentorial ependymoma, ZFTA fusion-positive	0.985	EPN ST ZFTA RELA	0.985
BS_WXFK57AS	205128000027_R05C01	Other CNS Embryonal Tumours	0.999840503	Atypical Teratoid Rhabdoid Tumour	0.999826711	Atypical Teratoid Rhabdoid Tumour, SHH Activated	0.999751525	ATRT_SHH	0.999751525	SMARC-altered tumors	0.982	Atypical teratoid/rhabdoid tumor	0.982	ATRT SHH	0.981
BS_DRGEX9VX	205567980088_R07C01	Cranial And Paraspinal Nerve Tumours	0.999945762	Schwann-Cell Tumours	0.999942305	Schwannoma	0.99984377	SCHW	0.99984377	Mesenchymal tumors	0.989	Schwannoma	0.987	SCHW	0.987
BS_KBRRF2J1	205624900117_R04C01	Paediatric-Type Diffuse High-Grade Gliomas	0.998898523	Infant-Type Hemispheric Glioma	0.998679615	Infant-Type Hemispheric Glioma	0.998679615	IHG	0.998679615	Pediatric-type high-grade gliomas	0.987	Infant-type hemispheric glioma	0.984	IHG TYP	0.984
BS_EB5F9SDD	205589730146_R01C01	Adult-Type Diffuse Gliomas	0.288706679	Diffuse Glioma, IDH Mutant	0.203160845	Diffuse Glioma, IDH-Mutant And 1p19q Retained [Astroglial Type]	0.165098122	A_IDH_LG	0.14229985	Diffuse glioma, IDH-mutant	0.922	Oligodendroglioma, IDH-mutant and 1p/19q-codeleted	0.892	O IDH	0.892
BS_0NWC114C	206402350087_R08C01	Ependymal Tumours	0.152330211	Low-Grade Ganglioglial/Neuroepithelial Tumour	0.091109601	Desmoplastic Infantile Ganglioglioma/Astrocytoma	0.086299409	DIG_DIA	0.086299409	Mesenchymal tumors	0.786	Plexiform neurofibroma	0.113	NFIB PLEX	0.112
BS_4SJW4Q4Z	205589730030_R03C01	Low-Grade Glial/Glioneuronal/Neuroepithelial Tumours	0.999380688	Pilocytic Astrocytoma	0.999271493	Supratentorial Midline Pilocytic Astrocytoma	0.998435455	PA_MID	0.998435455	Low-grade glial/glioneuronal tumors	0.99	Pilocytic astrocytoma	0.988	PA MID	0.987
BS_GGDMSB26	206390560100_R02C01	Control Tissues	0.779986362	Control Brain Tissues	0.77851296	Control Tissue, Hemispheric Cortex	0.757736715	CTRL_HEMI	0.757736715	Control tissues	0.861	Control tissue, cerebral hemisphere	0.762	CONTR HEMI	0.762
BS_ZEVFYYB9	205567990034_R04C01	Control Tissues	0.966874888	Control Brain Tissues	0.966752813	Control Tissue, Pituitary Gland (Anterior Lobe)	0.96649054	CTRL_ADENOPIT	0.96649054	Control tissues	0.303	Control tissue, pituitary gland	0.131	CONTR ADENOPIT	0.131
BS_WG9NBSJM	206530740002_R03C01	Control Tissues	0.693605407	Control Brain Tissues	0.692797338	Control Tissue, Hypothalamus	0.371685446	CTRL_HYPOTHAL	0.371685446	Control tissues	0.916	Control tissue, optic pathway	0.618	CONTR OPTIC	0.618
BS_QCES7F55	205624900053_R05C01	Low-Grade Glial/Glioneuronal/Neuroepithelial Tumours	0.988398823	Pilocytic Astrocytoma	0.987852204	Infratentorial Pilocytic Astrocytoma	0.987743522	PA_INF	0.987743522	Low-grade glial/glioneuronal tumors	0.989	Pilocytic astrocytoma	0.988	PA PF VAR	0.987
BS_EE3NK86W	205624900022_R01C01	Low-Grade Glial/Glioneuronal/Neuroepithelial Tumours	0.532895787	Pilocytic Astrocytoma	0.4574382	Infratentorial Pilocytic Astrocytoma	0.387287062	PA_INF	0.387287062	Low-grade glial/glioneuronal tumors	0.922	Pilocytic astrocytoma	0.921	PA PF TYP	0.919
BS_9WWF3A2F	205589730006_R06C01	Diffuse Glioma, Mapk Altered, Cell-Cycle Activated	0.999999601	Pleomorphic Xanthoastrocytoma(-Like)	0.9999996	Pleomorphic Xanthoastrocytoma(-Like)	0.9999996	PXA	0.9999996	Intermediate-grade IDH-wildtype gliomas	0.988	Pleomorphic xanthoastrocytoma	0.987	PXA	0.987
BS_A746BQ2T	206430120148_R05C01	Paediatric-Type Diffuse High-Grade Gliomas	0.99997575	Diffuse Midline Glioma, H3k27-Altered	0.999975654	Diffuse Midline Glioma, H3 K27-Mutant / EZHIP Overexpressing	0.999975544	DMG_K27	0.999975544	Diffuse midline glioma, H3 K27-altered	0.985	Diffuse midline glioma, H3 K27-altered	0.985	DMG K27	0.985
BS_SN86H4MK	205676390173_R06C01	Ependymal Tumours	0.999990507	Supratentorial Ependymoma, ZFTA Fusion-Positive	0.999978813	Supratentorial Ependymoma, ZFTA:rela Fusion-Positive	0.999964785	EPN_ST_ZFTA_RELA_A	0.999964246	Ependymal tumors	0.989	Supratentorial ependymoma, ZFTA fusion-positive	0.984	EPN ST ZFTA RELA	0.984
BS_QK2JGRS8	206430120107_R03C01	Choroid Plexus Tumours	0.950471093	Choroid Plexus Tumours	0.950471093	Choroid Plexus Tumours Subtype B	0.941696961	CPT_PED_B	0.924278882	Choroid plexus tumors	0.986	Choroid plexus carcinoma	0.985	CPC PED	0.985
BS_KHE6F9DV	205624870062_R03C01	Low-Grade Glial/Glioneuronal/Neuroepithelial Tumours	0.544792068	Pilocytic Astrocytoma	0.421670002	Infratentorial Pilocytic Astrocytoma	0.150555417	PA_INF	0.150555417	Low-grade glial/glioneuronal tumors	0.988	Pilocytic astrocytoma	0.982	PA PF TYP	0.971
BS_BKWRRMTT	205676390146_R02C01	Other CNS Embryonal Tumours	0.999997786	Embryonal Tumour With Multilayered Rosettes	0.999997679	Embryonal Tumour With Multilayered Rosettes, C19MC Altered	0.99999767	ETMR_C19MC	0.99999767	Neuroblastic embryonal tumors	0.985	Embryonal tumor with multilayered rosettes	0.984	ETMR C19MC	0.984
BS_53Y8W0N9	205624900074_R01C01	Low-Grade Glial/Glioneuronal/Neuroepithelial Tumours	0.999494974	Low-Grade Ganglioglial/Neuroepithelial Tumour	0.999372598	Ganglioglioma	0.998791033	GG	0.998791033	Low-grade glial/glioneuronal tumors	0.989	Ganglioglioma	0.987	GG	0.987
BS_F116QHAJ	205707890103_R07C01	Low-Grade Glial/Glioneuronal/Neuroepithelial Tumours	0.99997355	Pilocytic Astrocytoma	0.999839946	Infratentorial Pilocytic Astrocytoma	0.999795828	PA_INF	0.999795828	Low-grade glial/glioneuronal tumors	0.989	Pilocytic astrocytoma	0.989	PA PF TYP	0.988
BS_AGQ97WK5	205676380056_R03C01	Low-Grade Glial/Glioneuronal/Neuroepithelial Tumours	0.999853967	Low-Grade Glioneuronal Tumour	0.999841953	Dysembryoplastic Neuroepithelial Tumour	0.996861482	DNET	0.996861482	Low-grade glial/glioneuronal tumors	0.99	Dysembryoplastic neuroepithelial tumor	0.987	DNT	0.987
BS_5C2TBN5R	205676390057_R02C01	High-Grade Neuroepithelial Tumour With MN1:CXXC5 Fusion	0.999962633	High-Grade Neuroepithelial Tumour With MN1:CXXC5 Fusion	0.999962633	High-Grade Neuroepithelial Tumour With MN1:CXXC5 Fusion	0.999962633	NET_CXXC5	0.999962633	Intermediate-grade IDH-wildtype gliomas	0.986	Astroblastoma, MN1-altered	0.985	AB MN1 CXXC5	0.985
BS_BY7G1QQW	206390560121_R07C01	Medulloblastoma	0.972502124	Medulloblastoma Non-WNT/Non-SHH Activated	0.966964436	Medulloblastoma Group 4	0.962891367	MB_G34_VIII	0.943343761	Medulloblastoma	0.991	Medulloblastoma, non-WNT/non-SHH, Group 4	0.989	MB G4 VIII	0.989
BS_K7HGW2FJ	205707890151_R07C01	Ependymal Tumours	0.999954034	Posterior Fossa Ependymoma Group A	0.999945679	Posterior Fossa Ependymoma Group A2	0.999931081	EPN_PFA_2A	0.999026944	Ependymal tumors	0.989	Posterior fossa group A (PFA) ependymoma	0.988	EPN PFA 2A	0.987
BS_FG4HB896	205624900139_R02C01	Inflammatory Microenvironment	0.882296052	Inflammatory Microenvironment	0.882296052	Inflammatory Microenvironment	0.882296052	INFLAM_ENV	0.882296052	Pediatric-type high-grade gliomas	0.242	H3 K27 and MAPK-altered glioma	0.219	H3K27 MAPK	0.219
BS_7BQTBTHZ	205676380056_R05C01	Meningioma	0.144954316	Meningioma	0.144954316	Meningioma, Benign	0.127766969	MNG_BEN_1	0.10469351	Mesenchymal tumors	0.959	Intracranial mesenchymal tumor, FET:CREB fusion-positive	0.489	ICMT A	0.486
BS_G788X4NY	205707900008_R08C01	Ependymal Tumours	0.891128254	Posterior Fossa Ependymoma Group B \& Posterior Fossa Subependymoma	0.629769233	Posterior Fossa Ependymoma Group B	0.591849007	EPN_PFB_3	0.477554508	Ependymal tumors	0.989	Posterior fossa group A (PFA) ependymoma	0.63	EPN PFA 1C	0.492
BS_PND839Z0	205122170051_R03C01	Ependymal Tumours	0.999970351	Posterior Fossa Ependymoma Group A	0.999964593	Posterior Fossa Ependymoma Group A1	0.999917503	EPN_PFA_1A	0.995746056	Ependymal tumors	0.989	Posterior fossa group A (PFA) ependymoma	0.987	EPN PFA 1A	0.986
BS_6GT8MKB0	207356840095_R03C01	Paediatric-Type Diffuse High-Grade Gliomas	0.914232937	Paediatric-Type Diffuse High-Grade Gliomas	0.910097444	Diffuse Paediatric-Type High Grade Glioma, RTK2 Subtype	0.872335713	pedHGG_RTK2A	0.872123884	Pediatric-type high-grade gliomas	0.986	Diffuse pediatric-type high-grade glioma, H3-wildtype and IDH-wildtype	0.866	pedHGG RTK2A	0.745
BS_H33F0VS1	205707900030_R02C01	Ependymal Tumours	0.990412943	Posterior Fossa Ependymoma Group A	0.989052397	Posterior Fossa Ependymoma Group A1	0.98675821	EPN_PFA_1A	0.535367395	Ependymal tumors	0.989	Posterior fossa group A (PFA) ependymoma	0.934	EPN PFA 1A	0.683
BS_8RFEQHZG	206430120130_R08C01	Medulloblastoma	0.999972097	Medulloblastoma Non-WNT/Non-SHH Activated	0.999967239	Medulloblastoma Group 3	0.999953566	MB_G34_II	0.999315083	Medulloblastoma	0.991	Medulloblastoma, non-WNT/non-SHH, Group 3	0.989	MB G3 II	0.988
BS_GJ5YWQNJ	206390560083_R06C01	Tumours Of The Sellar Region	0.996583227	PitNET	0.996543971	PitNET, TSH-Subtype	0.88677582	PITNET_TSH	0.88677582	Neuroendocrine tumors	0.985	Pituitary adenoma / pituitary neuroendocrine tumor	0.984	PITAD TSH	0.982
BS_FZ2SY1NJ	205589730006_R03C01	Medulloblastoma	0.991031137	Medulloblastoma, SHH-Activated	0.988788213	Medulloblastoma, SHH-Activated, Subtype 3	0.43912065	MB_SHH_3	0.43912065	Medulloblastoma	0.991	Medulloblastoma, SHH-activated	0.905	MB SHH 3	0.82
BS_CD906YAB	205624900161_R03C01	Paediatric-Type Diffuse High-Grade Gliomas	0.999916351	Paediatric-Type Diffuse High-Grade Gliomas	0.999914486	Diffuse Hemispheric Glioma, H3 G34-Mutant	0.99990339	DHG_G34	0.99990339	Pediatric-type high-grade gliomas	0.987	Diffuse hemispheric glioma, H3 G34-mutant	0.985	DHG G34	0.985
BS_5CWT1AFF	205624900053_R01C01	Control Tissues	0.861759661	Control Tissue, Reactive Tumour Microenvironment	0.861683554	Control Tissue, Reactive Tumour Microenvironment	0.861683554	CTRL_REACTIVE	0.861683554	Control tissues	0.962	Control tissue, reactive tumor microenvironment	0.932	CONTR REACT	0.932
BS_FVZMSC5K	206390560102_R01C01	Medulloblastoma	0.989957616	Medulloblastoma Non-WNT/Non-SHH Activated	0.988489746	Medulloblastoma Group 4	0.98652223000000006	MB_G34_VIII	0.580480033	Medulloblastoma	0.99	Medulloblastoma, non-WNT/non-SHH, Group 4	0.979	MB G4 VI	0.967
BS_CRX87C2V	205624880180_R04C01	Ependymal Tumours	0.999999411	Posterior Fossa Ependymoma Group A	0.99999931	Posterior Fossa Ependymoma Group A2	0.999999263	EPN_PFA_2A	0.99999594	Ependymal tumors	0.989	Posterior fossa group A (PFA) ependymoma	0.988	EPN PFA 2A	0.987
BS_PYZ9Z042	205657380065_R07C01	Medulloblastoma	0.997967712	Medulloblastoma Non-WNT/Non-SHH Activated	0.997690596	Medulloblastoma Group 4	0.992514488	MB_G34_V	0.919497169	Medulloblastoma	0.991	Medulloblastoma, non-WNT/non-SHH, Group 4	0.989	MB G4 V	0.987
BS_8WNMPCSE	206390560067_R06C01	Low-Grade Glial/Glioneuronal/Neuroepithelial Tumours	0.908488731	Low-Grade Ganglioglial/Neuroepithelial Tumour	0.901339873	Ganglioglioma	0.838039924	GG	0.838039924	Low-grade glial/glioneuronal tumors	0.988	Ganglioglioma	0.986	GG	0.986
BS_F15BYNC0	206402350086_R02C01	Inflammatory Microenvironment	0.615189578	Inflammatory Microenvironment	0.615189578	Inflammatory Microenvironment	0.615189578	INFLAM_ENV	0.615189578	Control tissues	0.63	Control tissue, inflammatory microenvironment	0.316	CONTR INFLAM	0.316
BS_JV8JSETJ	206430120113_R06C01	Medulloblastoma	0.99946945	Medulloblastoma, WNT Activated	0.998718267	Medulloblastoma, WNT Activated	0.998718267	MB_WNT	0.998718267	Medulloblastoma	0.989	Medulloblastoma, WNT-activated	0.986	MB WNT	0.986
BS_C8X8B8HV	206430120137_R02C01	Pineal Parenchymal And Retinal Tumours	0.9996768	Pineoblastoma	0.999605434	Pineoblastoma, miRNA Pathway Altered, Group 1	0.999577522	PB_GRP1A	0.999120233	Pineal region tumors and retinoblastoma	0.987	Pineoblastoma	0.982	PB GROUP 1A	0.979
BS_AKJHQQG3	205624860121_R07C01	Ependymal Tumours	0.999999744	Supratentorial Ependymoma, ZFTA Fusion-Positive	0.999998945	Supratentorial Ependymoma, ZFTA:rela Fusion-Positive	0.999997524	EPN_ST_ZFTA_RELA_A	0.999997498	Ependymal tumors	0.989	Supratentorial ependymoma, ZFTA fusion-positive	0.987	EPN ST ZFTA RELA	0.987
BS_VB39JC7F	205624900107_R07C01	Ependymal Tumours	0.999981839	Supratentorial Ependymoma, ZFTA Fusion-Positive	0.999971913	Supratentorial Ependymoma, ZFTA:rela Fusion-Positive	0.998341991	EPN_ST_ZFTA_RELA_A	0.998341191	Ependymal tumors	0.989	Supratentorial ependymoma, ZFTA fusion-positive	0.988	EPN ST ZFTA RELA	0.988
BS_AJP26WFT	205566000004_R03C01	Low-Grade Glial/Glioneuronal/Neuroepithelial Tumours	0.99999851	Pilocytic Astrocytoma	0.999991294	Infratentorial Pilocytic Astrocytoma	0.999989872	PA_INF	0.999989872	Low-grade glial/glioneuronal tumors	0.99	Pilocytic astrocytoma	0.989	PA PF TYP	0.988
BS_5349VSNB	205707900087_R04C01	Medulloblastoma	0.989424958	Medulloblastoma Non-WNT/Non-SHH Activated	0.987711587	Medulloblastoma Group 4	0.986442731	MB_G34_VIII	0.981120699	Medulloblastoma	0.991	Medulloblastoma, non-WNT/non-SHH, Group 4	0.989	MB G4 VIII	0.989
BS_D78QCZ0H	205624860106_R06C01	Medulloblastoma	0.999328524	Medulloblastoma, SHH-Activated	0.999144438	Medulloblastoma, SHH-Activated, Subtype 1	0.82785975999999994	MB_SHH_1	0.82785975999999994	Medulloblastoma	0.991	Medulloblastoma, SHH-activated	0.931	MB SHH 1	0.767
BS_0ATCJ7Z3	205676390063_R01C01	Meningioma	0.989705263	Meningioma	0.989705263	Meningioma, Benign	0.968982165	MNG_BEN_3	0.95733594	Meningioma	0.988	Meningioma, BAP1-altered	0.953	MNG BAP1	0.953
BS_FGT1HY56	206402350063_R02C01	Inflammatory Microenvironment	0.997168208	Inflammatory Microenvironment	0.997168208	Inflammatory Microenvironment	0.997168208	INFLAM_ENV	0.997168208	Control tissues	0.749	Control tissue, inflammatory microenvironment	0.702	CONTR INFLAM	0.702
